mode,prompt_type,id_,sum,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8,reason9,reason10,reason11,reason12,reason13,reason14,reason15,reason16,reason17,reason18,comp_tok_sum,prompt_tok_sum
medium,action+expression,38,59,5,5,4,4,2,4,3,2,1,1,3,3,4,4,2,4,3,5,,,,,,,,,,,,,,,,,,,90,309257
medium,action+background,15,80,5,5,5,5,5,4,5,5,1,1,5,5,5,5,5,5,4,5,,,,,,,,,,,,,,,,,,,90,309194
medium,all,36,54,5,5,3,3,2,3,2,2,1,1,5,2,2,4,4,4,3,3,,,,,,,,,,,,,,,,,,,90,309392
medium,simple,42,67,5,5,4,4,2,4,3,4,1,1,3,5,5,4,5,4,3,5,,,,,,,,,,,,,,,,,,,90,309140
medium,action+layout,40,49,1,1,5,4,2,4,3,3,1,1,2,5,3,2,2,3,3,4,,,,,,,,,,,,,,,,,,,90,309230
medium,action+expression,8,60,1,1,4,4,2,4,4,4,1,1,4,4,5,5,4,4,3,5,,,,,,,,,,,,,,,,,,,90,309167
medium,action+background,10,74,5,5,5,5,1,4,4,5,1,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309176
medium,all,51,63,5,5,3,4,5,3,4,3,1,1,5,3,4,3,2,4,3,5,,,,,,,,,,,,,,,,,,,90,309410
hard,simple,77,45,1,1,2,2,2,4,2,1,1,1,1,1,5,4,5,4,3,5,,,,,,,,,,,,,,,,,,,90,309149
hard,action+layout,21,29,1,1,1,1,2,3,1,2,1,1,1,1,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,90,309203
hard,action+expression,28,31,1,0,2,2,1,4,2,2,1,1,1,2,2,2,2,2,3,1,,,,,,,,,,,,,,,,,,,90,309230
hard,action+background,87,62,5,1,4,4,1,4,4,4,1,1,5,2,3,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309194
hard,all,32,66,5,5,4,4,2,4,4,4,1,2,4,1,5,4,5,4,3,5,,,,,,,,,,,,,,,,,,,90,309311
hard,simple,58,64,5,5,3,4,2,3,3,5,1,1,4,5,5,3,3,4,3,5,,,,,,,,,,,,,,,,,,,90,309167
hard,action+layout,42,47,5,1,2,3,2,4,3,2,1,1,1,1,2,4,5,4,3,3,,,,,,,,,,,,,,,,,,,90,309194
hard,action+expression,16,24,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,90,309221
hard,action+background,11,47,1,1,4,3,1,3,2,4,1,1,4,3,4,3,2,3,3,4,,,,,,,,,,,,,,,,,,,90,309167
hard,all,72,63,5,5,3,4,2,4,3,3,1,2,5,4,5,4,3,4,3,3,,,,,,,,,,,,,,,,,,,90,309365
hard,simple,89,43,2,1,2,2,1,4,4,1,1,1,1,2,2,5,3,3,3,5,,,,,,,,,,,,,,,,,,,90,309158
hard,action+layout,51,57,5,5,3,4,1,2,3,4,1,1,5,4,4,2,4,3,2,4,,,,,,,,,,,,,,,,,,,90,309221
hard,action+expression,50,68,5,5,4,4,3,4,4,3,1,1,5,4,4,4,5,4,3,5,,,,,,,,,,,,,,,,,,,90,309230
hard,action+background,15,62,1,5,4,4,1,4,4,3,1,1,5,3,4,4,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309203
hard,all,17,31,1,1,2,2,1,3,2,1,1,1,3,1,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,90,309320
hard,simple,47,42,5,1,2,3,2,3,3,1,1,1,1,2,2,2,3,4,2,4,,,,,,,,,,,,,,,,,,,90,309122
hard,action+layout,26,59,5,5,4,4,2,3,2,4,1,1,2,5,5,3,2,3,3,5,,,,,,,,,,,,,,,,,,,90,309239
hard,action+expression,13,48,1,1,2,4,3,4,4,2,1,1,1,1,1,4,5,4,4,5,,,,,,,,,,,,,,,,,,,90,309185
hard,action+background,63,66,5,5,4,4,2,4,3,4,1,1,4,5,5,4,3,4,3,5,,,,,,,,,,,,,,,,,,,90,309194
hard,all,71,63,5,1,3,4,1,4,4,4,1,1,5,4,4,5,4,5,3,5,,,,,,,,,,,,,,,,,,,90,309428
hard,simple,40,65,5,1,4,5,5,4,4,2,1,1,4,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309149
hard,action+layout,59,71,5,5,5,4,3,4,3,5,1,1,5,5,5,4,4,4,3,5,,,,,,,,,,,,,,,,,,,90,309266
hard,action+expression,84,59,5,5,3,4,2,4,3,2,1,1,3,3,3,4,4,4,3,5,,,,,,,,,,,,,,,,,,,90,309230
hard,action+background,24,47,1,1,3,3,1,4,3,3,1,1,5,2,2,3,3,4,3,4,,,,,,,,,,,,,,,,,,,90,309185
hard,all,25,67,5,1,4,4,3,4,4,4,1,1,5,5,5,4,5,5,3,4,,,,,,,,,,,,,,,,,,,90,309329
hard,simple,1,57,5,1,4,4,1,3,2,4,1,1,5,5,5,3,2,4,2,5,,,,,,,,,,,,,,,,,,,90,309113
hard,action+layout,45,37,1,1,3,3,3,3,3,2,1,1,2,1,1,2,2,4,2,2,,,,,,,,,,,,,,,,,,,90,309212
hard,action+expression,69,58,5,1,2,3,3,4,2,4,1,1,1,4,5,4,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309248
hard,action+background,34,78,5,5,5,5,4,4,5,5,1,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309185
hard,all,82,68,5,5,3,4,5,4,5,3,1,1,4,3,3,4,5,5,3,5,,,,,,,,,,,,,,,,,,,90,309284
hard,simple,20,65,5,5,4,4,2,4,3,5,1,1,2,5,5,4,3,4,3,5,,,,,,,,,,,,,,,,,,,90,309113
hard,action+layout,30,45,5,5,2,2,2,3,2,2,1,1,4,2,2,3,2,2,2,3,,,,,,,,,,,,,,,,,,,90,309230
hard,action+expression,4,46,2,1,3,3,2,3,3,3,1,1,3,2,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,90,309203
hard,action+background,91,64,5,5,4,4,3,4,4,3,1,1,4,3,2,4,5,4,3,5,,,,,,,,,,,,,,,,,,,90,309212
hard,all,88,56,5,5,3,3,2,4,3,3,1,1,5,2,2,3,3,4,3,4,,,,,,,,,,,,,,,,,,,90,309410
hard,simple,79,64,5,1,2,5,3,4,3,3,1,2,1,5,5,5,5,5,4,5,,,,,,,,,,,,,,,,,,,90,309149
hard,action+layout,70,41,1,1,2,2,2,4,3,1,1,1,2,1,2,4,4,4,3,3,,,,,,,,,,,,,,,,,,,90,309230
hard,action+expression,8,53,5,5,4,4,1,3,2,3,1,1,4,3,4,2,2,3,2,4,,,,,,,,,,,,,,,,,,,90,309203
hard,action+background,6,43,1,1,2,3,2,3,3,1,1,1,4,1,1,3,5,4,2,5,,,,,,,,,,,,,,,,,,,90,309158
hard,all,81,69,5,5,4,4,3,4,3,5,1,1,4,5,5,4,4,4,3,5,,,,,,,,,,,,,,,,,,,90,309338
